lyrics,label,language
Peleando por putas que no te reemplazan
¿Qué tú quiere' que te haga? ¿Mi babymama?
¿Qué tú quiere', hijeputa? ¿Qué me encabrone?
¿Me meta por la ventana y chinguemos por to'a tu casa?
Tú ere' toa' mis fantasías
Perderte no es una opción, ¿sin ti que haría?
En verdad pa' serte honesto
Pa' que el mundo sea perfecto, si yo fuera Dios te multiplicaría

Siempre jodiendo con cojone', ¿qué carajo' es lo que pasa?
Oh, ah-ah-ah
De to' lo que buscaba tú ere' mucho má', ah
No te compare', que a ti nadie se compara
Siempre jodiendo con cojone', ¿qué carajo' es lo que pasa?
Oh, ah-ah-ah
Te 'toy buscando, ¿dónde carajo' tú está'?
Perderte no es una opción, mami, eso jamá'
Pero tú jode con cojone', ¿qué carajo' a ti te pasa?

Jode' con cojone' pa' que te aterrice
Tú siempre iluminas to' mis días grise'
Me resbalo adentro, qué rico son los deslice'
Nunca vas a poder decir que yo no te quise
Siempre dice que va a olvidarme, los ojo' nunca mienten
Y cuando tú me mira' me siento como Tony, nunca va a haber otra Elvira
A vece' yo pienso que en verdad me estoy cansando
Pero vuelvo a verte y me doy cuenta que es pa' to'a la vida
Mírame, mírame, mírame, mírame
Yo lo doy to' por ti, hijeputa, pero no lo ves
Si algún día to' este estré' me lleva al límite y me obliga' a soltarte
Te juro que no te olvidaré

Oh, ah-ah-ah
De to' lo que buscaba tú ere' mucho má', ah
No te compare', que a ti nadie se compara
Siempre jodiendo con cojone', ¿qué carajo' es lo que pasa?
Oh, ah-ah-ah
Te 'toy buscando, ¿dónde carajo' tú está'?
Perderte no es una opción, mami, eso jamá'
Pero tú jode con cojone', ¿qué carajo' a ti te pasa?",Trap,es
"Underwater
Los Flavorz
Tres Letra' (uoh-oh)
Nosotro' somo' los Sobrenaturale', bebé
Dime, Dei V (yeah)
Aplícala

Mami, tú ere' un problema
El placer y el dinero es lo único que la llena (dime, bebé)
Eso de ser bellaca le corre por las vena'
Como dicen en PR: Esa baby tá bien buena

Contigo, chingando en cuarentena, uoh-oh-oh (¿qué?)
Se moja cuando la busco con el R-Sport
Este palo, cuando patea, hace gol
Esa baby es cara, por eso le compro el Christian Dior (yeah-eh)
Se lo vo'a hacer mirando el view en el top floor, yeah-eh

Me pide que abuse de ella
Cuando estamo' chingando, se monta encima mío, ahí es donde se luce
Quiere que la use de juguete sexual
A esa demonia siempre le hago un exorcismo sin las cruce'

Cuando se lo puse, a esa pussy le saqué los juice'
Yo la azoto en cuatro, en las nalga' le salen bruises
Ese culo es un Ferrari, este bicho es quien lo conduce
Despué' de venirno', hablamo' luego, baby, deuces

(Lo vo'a repetir, pero chanteando, bebé)

Me pide que abuse de ella
Cuando estamo' chingando, se monta encima mío, ahí es donde se luce
Quiere que la use de juguete sexual
A esa demonia, siempre le hago un exorcismo sin las cruce' (¿qué?)

Cuando se lo puse, a esa pussy le saqué los juice'
Yo la azoto en cuatro, en las nalga' le salen bruises
Ese culo es un Ferrari, este bicho es quien lo conduce
Despué' de venirse, hablamo' luego, baby, deuces

Tiene' de rutina ya chingar y desaparecer
Cuando te vuelva' a antojar, me llama', tú tiene' mi cel
Claro que le vo'a llegar, lo saco y lo vuelvo a meter
Demoníaca angelical, tú ere' el diablo hecho mujer

Tiene' de rutina ya chingar y desaparecer
Cuando te vuelva' a antojar, me llama', tú tiene' mi cel
Claro que le vo'a llegar, lo saco y lo vuelvo a meter
Demonia, pero angelical, tú ere' el diablo hecho mujer (¿qué? Jaja)

Mami, tú ere' un problema
El placer y el dinero es lo único que la llena
Eso de ser bellaca le corre por las vena'
Como dicen en PR: Esa baby tá bien buena

Contigo, chingando en cuarentena, uoh-oh-oh
Se moja cuando la busco con el R-Sport
Este palo, cuando patea, hace gol
Esa baby es cara, por eso le compro el Christian Dior
Se lo vo'a hacer mirando el view en el top floor (Los Flavorz), yeah-eh

Se hizo completa y ahora está cero milla'
Vo'a tener que echarme pastilla'
Tú está' bien pa' ir y amanecer en una villa
Ma, dándote to' el día
Tú está' caliente, pero por dentro fría

Una diablita, me chinga y se va
Lo que a mí me gusta es que es una hija de puta
Que-que-quema este Phillie, date par de patá'
Se pone bellaca, encima se trepa (ah, ey)

Le gusta vivirse la peli
Las paca' llegan al techo y son alta', como Wemby
Como vamo', puede' que yo te haga un baby
Prendo, cojo vuelo, en esa pussy hago el landing

Me sé dónde están su' tattoos
Ma, siempre que me voy, vo'a ir en U
Nadie me chinga como tú
Le gusta ver cómo entra, por eso pide que prenda la lu'

Baby, cuando te pongo en cuatro, pa' mí ese es el mejor view
Ese culo te parece hecho, pero no, eso es natu–

Jeje
Tre' Letra' (tú supiste)
La Letra
La L (dime, Melou-D)
Dime, Dei V
Oye

Dile' que nosotro' somo' los del dribble bajito
Que no nos intenten quitar la bola, que no se puede
Nosotro' somo' los Sobrenaturale', bebé
(Dime, Big Papa)
Y siempre les traemo' un flavor nuevo (los dueño', los que son)
Ellos saben que yo tengo el convoy

¿Qué pasó, mami? Eh (waiv)
Los Sobrenaturale', bebé
Dime, Custom
Ocho, La Mano Negra

Nosotro' tenemo' el tema, empieza el juego
Ellos saben",Trap,es
"Bassyy
Bryant Myers (bellaquita)
Dímelo, Ousi (bellaquita)
Millo Gángster Club
Ey, yeah-yeah

Abre la puerta, bebé, que estoy afuera (afuera)
Tás grande ya, pero tú ere' mi nena
Me está juqueando y ese es el problema
Por eso siempre que te vea

Tenemos que fumar, beber, chingar de nuevo
Tú me deja' y yo te llevo
A dónde no has llega'o, mami, hasta el cielo
Tú sabe' que contigo yo me atrevo

A fumar, beber, chingar de nuevo
Tú me deja' y yo te llevo
A dónde no has llega'o, mami, hasta el cielo
Tú sabe' que contigo yo me atrevo

Echa el panticito pa'l side, side (side, side)
A mí me encanta tu size, size
Chiquitita, culona, pequita en las boobies, mami, dame un try, try
Pa' que sienta' butterflies, flies
En el stomach cuando lo asome
Sabe que la agarro, la exprimo y le saco el juguito, como las orange
Miro las estrella' y pienso en tus nalga'
Me sigue desde que cantaba en Karma
Llego a PR, la llevo pa' Condi
Un party en Lloréns y nos perdemo' en Palma
Everything you want I'ma buy, ma
Pa' fumar te llevo supply, ma
Tú ere' mi nena, lo que tú quiera' pídelo, que hago que traigan
Uh-uh, everything you wanna, mami, eso está pago
Se bajó el jean de una quede gago
Prendimo' el aire, Chicago y sin meterme debajo de las sábana'
'Taba calientita abajo, lo pongo y lo desaparezco, el mago
Ahí es que se te zafan to' los te amo (ey, yo, es Ousi)

¿Cuándo vamo' a fumar, beber, chingar de nuevo? (Ah-ah, uh-uh)
Tú me deja' y yo te llevo
A dónde no has llega'o, mami, hasta el cielo (ey)
Tú sabe' que contigo yo me atrevo

A fumar, beber, chingar de nuevo
Tú me deja' y yo te llevo
Te llevo al cielo, ma, deja el miedo
Tú sabe' que contigo yo me atrevo

Por legend 'toy perdí'o en tu juego de Victoria (eh-eh)
No le das Secret a cualquier player (oh-oh)
Hoy toca' la gloria cuando te estrelle'
Culona desde teenager, a tu pai le rompiste las leye'
Dile que te compro los Chaneles
Con los coco' que meto por muelle'
Te gusta de mí que lo meto y brinca' como en el Ultra
Pa' medir lo cogió con la derecha y la zurda
Te hago la froze, baja a tu prima que ando con Ous (ous)
Bebé, tú tás nueva de box (box)
En AMIRI presume' los posts

Pa'l carajo los comment, sí, pa'l carajo los comment
Par de mordío' hablando shit porque yo soy el mejor que te come (bebé)
Me gusta que tú ere' tú, las otras te tratan de hacer clone'
Mami, tú tiene' un paisaje con mejore' views que mis balcone'

Pa'l carajo los comment, ey, pa'l carajo los comment
Par de mordío' hablando shit porque yo soy el mejor que te come, bebé
Me gusta que tú ere' tú, las otras intentando ser clone'
Qué fácil ponerno' bellaco', qué difícil fue quitarte los mahones

Vamo' a fumar, beber, chingar de nuevo
Tú me deja' y yo te llevo
A dónde no has llega'o, mami, hasta el cielo
Tú sabe' que contigo yo me atrevo

Ey, yo, mami, es Ousi
El Ousi con el Millo Gángster
El Mynor con el Ousi, Bryant Myers
Pa' que las cookies trapeen, dímelo Ousi

Pa' fumar, pa' beber
Pa' to' lo que tú quiera', cookie, ¿okey?
Dímelo KARBeats, dímelo Bassyy
Millo Gángster Club, ey-yo, dímelo MVSIS, artillería",Trap,es
"(Brrr, Kane)
(Qué hace con él mami, qué hace con él)
(Let it bounce girl, let it bounce girl)
(B-B-B, Kane)
(Put it down girl) (te vo' a decir algo mami)

Aquí estás
Siempre va donde voy, siempre que con él estás
Es porque yo no estoy, pa' ti siempre hay alguien más
Quieres estar con dos a la vez, eres mala, mala
No sé por qué te aguanto tanto, y no en la mala

Tú estás con dos
Yo, en el carro, tengo dos
Y la saco si alguien te mira de más
Tú vas, yo voy
Él llega cuando yo me voy
No te aguanto otra mentira de esas
Yeah

Mami, ¿qué haces?
¿O la boto o te casas?
Que eso de tener dos jevo', no se hace
Yo vivo así y hay una pila de tu raza
Pero ninguna me hace lo que tú me haces

Puro sometime but a fuck you Nike como Nicky
Baby, Eva, Young Tego
Lil Wayne con la' blicky
Como el pasto que me fumo, ella tiene la tota sticky
Baby, yo te cuido como el Ober a la Amiki

Yo te hago venir, lo que hago parece pipí
Pero sigue con el Loji ese, papi Ricky
Si lo pillo lento, vamos a darle en la cheek, eh
O lo deja, o lo deja, yo dejé la picky

Yo te hago venir, lo que hago parece pipí
Pero sigue con el Loji ese, papi Ricky
Si lo pillo lento, le vamos a darle en la cheek, eh
O lo deja, o lo deja, como yo dejé la picky

Tú estás con dos
Yo, en el carro, tengo dos
Y la saco si alguien te mira de más
Tú vas, yo voy
Él llega cuando yo me voy
No te aguanto otra mentira de esas

¿Qué hace con él, mami?
Si yo soy el que te tira de las trenzas
Quiero conversar contigo, oh, no con la prensa
Si aparece tu pololo, lo voy a descargar
Y no va a despertar más junto a ti

Decídete
Que tengo un par de baby' que eh pichao'
No me olvido de ti y eso que la paso fumao'
Tú lo que eres es una descarda
Lo que tú tienes es dos caras
Tú te crees mala, yo soy más malo

Mami, yo soy malo de verdura
Tú ta' loca, a mí me gusta la locura
El otro machuca'o no tiene ni pa' la bencina
Te voy a mandar foto de cómo luce Argentina

Si tú lo dejas, yo dejo a todas estas putas
Andando con dos, loca, tú te crees astuta
No te demores mucho que yo soy pájaro loco
Tú me avisas que en lo que le llego pa' romperte el toto, oh

¿Qué hace con él, mami?
Si yo soy el, te tira de las trenzas
Quiero conversar contigo, oh, no con la prensa
Si aparece tu pololo, la voy a descargar
Y no va a despertar más junto a ti",Trap,es
"Bae, te necesito, no sé dónde estaba'
Ven, dame un besito, tú ere' mi mai
Esta noche no tenía que hacer nada
Yo te hago la tuya, tú hazme la night

Te estuve llamando y no contestaba'
Dime si e' que hay algo que yo hice mal
Bellaquita, esperándome a mí en la entrada
Pero solo te quiero a ti y a un par

Y yo sé que me queré', pero, ey, ma
No me deje' esperando, voy a activar airbag
A 190 pa' caerle a tu depa
No subamo' historia' pa' que, mmm, nadie sepa

Y si quiere' que te unte y coma completa
Hace calor en Santiago, vo'a darte paleta
Me tiran bellaca', pero solo son beta'
Yo voy a por ti hasta que por fin te lo meta

Y yo sé que, mmm, sé
Estaba esperando que la roce
Cuando por fin apaguen la' luce'
Que me pegue a ti y que to' te toque

Quiere que la use
Que me pase y que nunca me excuse
Quiere que con ella yo me enmuse
Y nunca olvidar como la puse

Te-Te-Te estuve llamando y no contestaba'
Dime si e' que hay algo que yo hice mal
Be-Bellaquita', esperándome a mí en la entrada
Bellaquita', esperándome a mí en la entrada

Te estuve llamando y no contestaba' (ah-ah)
Dime si e' que hay algo que yo hice mal (ah-ah)
Bellaquita', esperándome a mí en la entrada (ah-ah)
Bellaquita', esperándome a mí en la entrada

No puedo olvidarte, e' que mi cama aquí te quiere
Voy a darte lo que quiera', baby, para que te quede'
Esperando y la espera duele (uh)
Mamacita, sabe', soy tu nene

Y si quiere' hoy día me espera' y to' lo que tiene', te saca'
Bae, voy a tocarte pa' que te ponga' bellaca'
Se cambia de asiento y me moja toa' la' butaca'
Ese culo no solo rebota, si no esta acá

Y yo sé (ay, papi) que me tiene' contra la espada y la pared
Sé que está' jugando, solo me hago el que no sé
Tú ta' mojaíta' y yo aquí muriendo 'e sed
Está' loco, dice, eh-eh

Y yo sé que me tiene' contra la espada y la pared (la pared)
Sé que está jugando, solo me hago el que no sé
Tú ta' moja'íta y yo aquí muriendo 'e sed
Está' loco, dice, eh-eh

Bae, te necesito, no sé dónde estaba'
Ven, dame un besito, tú ere' mi mai
Esta noche no tenía que hacer nada
Yo te hago la tuya, tú hazme la night

Te estuve llamando y no contestaba'
Dime si e' que hay algo que yo hice mal
Bella-Bellaquita, esperándome a mí en la entrada
Pero solo te quiero a ti y a un par

Ey (y yo sé que, mmm, sé)
Solo a ti y un par (estaba esperando que la roce)
Solo a ti y un par (cuando por fin apaguen la' luce')
Quiere bellaquear (que me pegue a ti y que to' te toque)

Ma, eso e' normal (quiere que la use)
Yeah (que me pase y que nunca me excuse)
Yo te volví a llamar (quiere que con ella yo me enmuse)
Solamente a ti voy a contestar (y nunca olvidar como la puse)
Yeah-eh-eh

DYSBIT
Yeah, dímelo, Kickz
Eh, eh-eh
Yeah-eh-eh",Trap,es
"(Worldwai)
(DJ Rocka)
Yo soy Martinwhite
Ashústate

Coqueta (mua)
'Tá bien rica, tiene la combi completa
Con su amiguita ella sale media inquieta
Si fuera la guaracha, yo soy su trompeta
Y tiene grandes teta'
Es que ella está loquita (cucú)
Cuando salgo al escenario ella grita
Lo menea, se levanta esa faldita
Guachita rica, sabe que está exquisita
Que ella es dinamita

Por eso es que explota
Cuando este bombo la mente a ti te azota
Cuidadito, que este ritmo a ti te flota
En la cama se quita toda la ropa
Menea esas nalgota'
Sé que te sientes-
(Ashústate)

(Si fuera la guaracha, yo soy su trompeta)
Sé que te sientes-
(Coqueta)
Siempre astuta, si tiene novio, chuta

Shu-Shu-Shústate, rosadito ese colalé
Un manzani para el estrés
Dime, mami, qué es la que es
Dale, mamacita, con tu tacatá
Si alguien se le acerca le hago ratatá
Ese pantiecito ya no da pa' má'
Con ese culote se va a reventar, ay
Yo sé que te gusta cuando yo te azoto, te vuelves loquita, ay
Yo sé que te gusta cuando yo te toco, te pones diablita, ay
Yo sé que te gusta cuando yo te azoto, te pones loquita, ay
Te pones diablita, ay

Por eso es que explota
Cuando este bombo la mente a ti te azota
Cuidadito, que este ritmo a ti te flota
En la cama se quita toda la ropa
Menea esas nalgota'

'Tá bien rica, tiene la combi completa
(Coqueta)
('Tá bien rica, tiene la combi completa)
Sé que te sientes-
No le interesa nada, ella lo disfruta
Es la primera opción, nunca la sustituta
Mentirosa, siempre astuta, si tiene novio, chuta (chuta)

We love you Berrio, baby",Trap,es
"(Bizarrap)

Y ahora 'toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los diente', pero tuve otro plan

Y ahora 'toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los dientes, pero tuve otro plan

Tengo el peso de mis ñeris en el barrio de colgantе
Por eso no hay espacio para la chain de diamantе'
Los guacho' terminaron siendo lo' que vieron desde chico'
Por eso conozco a más rastreros que cantante'
Apenas tengo dieciséis, pero sé bien que los momentos
Más felices que pasé nada tienen que ver con plata
Hoy escribo esto en otro vuelo
Pero aún no olvido el suelo y menos jugar en pata

Perdóname, mami
No siempre fui sincero
Quería ser perfecto
Ni que ando con una forty

Perdóname, mami
No creo en lo correcto
Sueño con conciertos
No voy a andar de running

Y ahora 'toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los diente', pero tuve otro plan

Y ahora 'toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los dientes, pero tuve otro plan

'Toy en el top, dudo de mi alrededor
Pero mis reales la suben
Vivo mejor, pero aún no salí de Morón
Y mi mente está en las nube'
Pero es así, el tiempo me lo va decir
Quién se fue y quién se quedó
Vivo en el mood de vivir y antes de morirme

'Toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los diente', pero tuve otro plan

Y ahora 'toy en el mic
Paco y cocaine, ese no es el huss
Pero estuve al la'o siempre
Vida mala en los dientes, pero tuve otro plan",Trap,es
"No me gusta seguir consejo'
Me quejo de mi mai, pero es que somo' un espejo
¿Qué va a pasar? Ni tú ni yo sabemo'
Cumpliendo to' mis sueño', pero sin ti es un infierno
Coleccionando estampa' en el pasaporte
Una en cada país, ninguna me da norte
Me arropo toa' las noche' y no estás tú bajo el comforter
Mi deseo que nunca se cumple to' los 11/11

Dime si me extrañas, are you feeling me?
Aunque tú te fuiste, el vínculo nunca se expira
Mami, yo te necesito, ¿qué vo'a hacer sin ti?
A nadie me entrego, con mi alma te deseo
Dime si me extraña', are you feeling me?
Tú ere' la razón por la que rompo corazone'
Es que yo te necesito, ¿qué vo'a hacer sin ti?
No es normal, no, no es normal, no",Trap,es
"Tengo sueño y falta tiempo pa' dormir
Recientemente, es raro ver en qué me convertí
Debo sonreírle a la gente que ya sé qué va a decir
Ya sé qué quieren de mí, ya sé qué buscan de mí, yeah

Hoy es un día má' en el que no despierto
No medí entre el bien y el mal y ahora no me encuentro
'Taba en busca del amor con el cora muerto
Estoy viviendo al borde, no negocio el tiempo

Hoy es un día má' en el que no despierto
No medí entre el bien y el mal y ahora no me encuentro
'Taba en busca del amor con el cora muerto
Estoy viviendo al borde, no negocio el tiempo

Perdí el pasado pensando el hoy
Y aún no sé si soy mejor que ayer
Ya fue, disfrutémoslo
Porque tal ve' mañana no esté

Ahora me cuesta seguir el Sol
Y, a la noche, no me acostumbré
Tengo recuerdo' que no olvidé
Si esa mierda me hizo ser quien soy

Cielo marrón, seco el talón
Juego el balón, ni un pelo en la voz
Selva de cemento, Héctor Lavoe
¿Quién contentó con lo que logró?

Tengo mala memoria
Pero nunca olvido quién estuvo cuando no tenía un carajo
Y costó, porque en el alma tengo tajo'
Por eso su hateo no la baja
Le dan peso a mis paso', pasan

Antes, no daban ni mil
Si yo no vine a ganar
Yo no quería competir
Ante' era fácil cantar

Ahora hay plata de por medio
Valgo má' de lo que vi
Entre cabida' y sello'
Yo no sé si soy feli'

Tengo sueño y falta tiempo pa' dormir
Recientemente es raro ver en qué me convertí
Debo sonreírle a la gente que ya sé qué va a decir
Ya sé qué quieren de mí, ya sé qué buscan de mí, yeah

Hoy es un día má' en el que no despierto
No medí entre el bien y el mal y ahora no me encuentro
'Taba en busca del amor con el cora muerto
Estoy viviendo al borde, no negocio el tiempo

Hoy es un día má' en el que no despierto
No medí entre el bien y el mal y ahora no me encuentro
'Taba en busca del amor con el cora muerto
Estoy viviendo al borde, no negocio el tiempo, yeah

(Hoy es un día má' en el que no despierto)
(Hoy es un día má' en el que no despierto)
('Taba en busca del amor con el cora muerto)",Trap,es
"How can I be homophobic? My bitch is gay
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way
The mandem celebrate Eid, the trap still runnin' on Christmas day

Somebody tell Doja Cat that I'm tryna indulge in that
In my grey tracksuit, see the bulge in that
See the motion clap when you're throwin' it back (when you're throwin' it back)
These females plannin' on doin' me wrong
So I'm grabbin' a 'dom out the Trojan pack
Post the location after we're gone
Can't slip and let them know where we're at

I don't know about you, but I valuе my life (but I value my life)
'Causе imagine I die (die)
And I ain't made a hundred M's yet
There's so much things I ain't done yet
Like fuckin' a flight attendant, huh
I don't party, but I heard Cardi there, so fuck it, I might attend it
Gotta kick back sometimes and wonder
How life would've been if I never did take them risks and would have I prospered?
Floatin' and I won't go under
Been outta town for a month
Absence made the love grow fonder
UK rap or UK drill, gotta mention my name if you talk 'bout the genre
(Alright)

Ho-ho-how can I be homophobic? (My bitch is gay)
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way (way)
The mandem celebrate Eid, the trap still runnin' on Christmas day

Ho-ho-how can I be homophobic? My bitch is gay
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way
The mandem celebrate Eid, the trap still runnin' on Christmas day",Trap,en
"It's Kosfinger, baby
Charlee, Charlee, púyalo, púyalo
You are proven to be a problem for everybody in the Octagon with you
Who would you like to see next when you step into the office?
Everybody, everybody, I'm coming for everybody, kill everybody, ah!

Yo quería saludarte, pero con mi tola
Con el gatillo digo hola (¡brr!)
No salga' de noche, fíjate en la hora (pa)
Después de las 10 e' que tu llora'

¿En que bloque e' que tú controla'? (ATR)
Hay que prenderlo, no importa la hora
Artista tirando en pasola (pa)
Tú no quieres verlo después que menciona' (¡brr!)

¿Cuale' son la gente que tú menciona'? (¿Cuale' son?)
Si a ti te dicen la llorona (mamagüevo)
Te reto a un get back y tú no reacciona'
La gente no se muere sola, el ritmo mira como mola

(Después que le dimo' pepazo en el coat)
¿Cual e' que quiere la corona? Vengan a toparme que se le corona
Me gustan seteadora' y culona'
La ganga también la detona

Ella te dio banda porque tú no roba' (¡brr!)
Ni sabe' usar una pistola (pa, pa, pa)
Papy Black, pedazo de bola
Cuida'o si te muere' en el coma

No perdonamo', eso e' Dios que perdona (¡jajaja!)
Y cuando tiramo', eso e' alerta roja
Ando en un cumpleaño' tirando confeti (¡brr!)
To' el mundo al suelo como el drippy (pa)

Artista y shooter, eso es fifty, fifty (al suelo)
Si no treinta, treinta, le encuentro en un GT
Se asustan, prendo por sospecha buscando la brecha, LA te acecha
Giraron izquierda, yo gire derecha

Yo tengo un demonio en mi mano derecha
Voy a shoot in the left
Tú te la das de malo, cocolo, te cagaste fuera de coro
Por tu jevita allá no te dimo' plomo (¡brr!)

El– (shh) tá en el hielo del romo
Y a chamo (shh) lo usamo' de combo
La Perco, 'toy tocando fondo, hay otro, pero no lo pongo
Las bala' van pa' la cabeza, se te fue–

Tá en un vuelo, le digo Vanessa
¿A que santo e' que tú le reza'? Nosotro' no cogemo' esa (ah)
Su mamá llorando le grita ¡regresa, regresa! Hijo e' la naturaleza
Otro penco que al diablo le pesa

Otro penco que al diablo le pesa (hey, you)
Anybody get head, na' má' por la foto lo vuelven a ver
Todos los día' con RIP (nigga dime what you did)
Salieron en The Walking Dead

Corran que hay bobo en el lobby
Dale en headshot como Kobe
Si se paran es porque son zombie
(Si se paran es porque son zombie)

Anybody get head, na' má' por la foto lo vuelven a ver (mamagüevo)
Todos los días con RIP
(Nigga dime what you did)
Salieron en The Walking Dead
Corran que hay bobo en el lobby
Dale en headshot como Kobe
Si se paran es porque son zombie (ah)

Pe-Pe-Pe-Pe-Pe-Perfect
It's Kosfinger, baby
(Dale un do' a ese blunt ahí)
(Dale un do', dale un do', dale un do')
(Nigga dime what you did)
Los BB7 en la oscuridad

Blacky tú te siente' sola
Ven que te vo'a dar una bola
No la usan to' tienen popola
Él panita tuyo chocó en la pasola

En los video' tú sacas la 'tola
Tú no das bala, yo ando por tu zona
Despué' que le entramo's a tiros
Dicen que soy mala persona

Llama a Chinola pa' que te defienda pero con la cámara
Tengo una bala en la recámara
Tu muerte segura no tardara
El sentimiento dime cuando acabara

Como Treintisiete no parara
Te explote una pierna, levantala
Con otro pepazo no sanara
Te mudaste llegando pa' Canada",Trap,es
"Ah-ah-ah, ah-ah
Ey, yo, es Ousi
Bellaquita
Bellaquita
Con el SAIKO

Yo te voy a dar lo que necesita'
Esta noche es pa' que te derrita'
Tú solo di cuándo voy pa' casa
Y yo le llego ahorita, eh

Tiene tiempo estando mal
Y los ojo' rojos sin fumar
A voces callada', tú me grita'
Que soy yo lo que tú necesita', ah

Si me necesita', yo le llego de one
Ella es españolita, los ojo' en Taiwán
Se le salen las nalguita', y llegan en la Merce van
Dije que por ti moría, pero, mami, ni tanto

En el cuarto, haciéndonos canto
Por la noche, tú ere' mi antojo
Ah, por lo meno' dime qué somo'

La lle—La lle—La llevo a ver las estrella' al la'o de la Moon
De su body, ella me dio un tour
En PR, quiere sexo, en España, follar
Baby, en tus vuelta' no me vaya' a involucrar

Sabes que yo llego y saco los condom de la Goyard
Tiene' detrás par de gato' que me quieren imitar
Yo te toco los botone' hasta que te dé restart
El pantaloncito es nuevo, y el cabrón quiere explotar

Mami, ¿qué tú 'tá haciendo?
Cada vez 'tás más rica, más grande
Al oído, le digo: ¿Cómo estás sintiéndolo?
Tú parece' un diamond brillando en la disco

Mami, to' el mundo 'tá viéndolo
Cada vez 'tás más rica, más grande
Al oído, le digo: ¿Cómo estás sintiéndolo?

Yo te voy a dar lo que necesita'
Esta noche es pa' que te derrita'
Tú solo di cuándo voy pa' casa
Y yo le llego ahorita

Co-Conectamo' sin hablar
Y tus ojos rojos sin fumar, ma'
A voces callada', tú me grita'
Que soy yo lo que tú necesita'

Tú ere' mi primera musa, ma, y una peli de excusa pa' chingar
Eso es lo que tú necesita'
Acho, es que en verdad te ves bonita
Yo soy de España, pero es que la tengo bellaquita

Y tú me gusta' con co
Bailando así, ¿cómo no te rompo?
Yo sé que vivo adentro de ti, en el fondo
Si me sigue' mirando así, no me conozco

Tú ere' mi gyal, tú ere' mi gyal, una baddie
To' los foco' en ti como si fuera' Kali
Bo-Bo-Botando como Maybach
En una Toyota Yaris, ma'

¿Qué tú 'tá haciendo?
Cada vez 'tás más rica, más grande
Al oído, le digo: ¿Cómo estás sintiéndolo?
Tú parece' un diamond brillando en la disco

Mami, to' el mundo 'tá viendo
Cada vez 'tás más rica, más grande
Al oído, le digo: ¿Cómo estás sintiendo, sintiéndolo?",Trap,es
"La-ra-ra-ra-lai-la, la-ra-ra-ra-ra
La-ra-ra-ra-lai-la, la-ra-ra-ra-rai-ra

Casita de lata
Derrumbe y olvido
Con otros iguales
Vivo junto al río

Nunca fui a la escuela
No leo ni escribo
Y se andan peleando
Por el voto mío

Cuando cae la noche
Salgo con mis hijos
A hurgar la basura
De los edificios

Sueño con un sueño
Que me está prohibido
Soy el invisible
El que nunca ha sido

(Entre, maestro)

Bienaventurados
Benditos los ricos
Consiguen de todo
Con el apellido

Me sale la bronca
Si me tomo un vino
Me hierve la sangre
Conteniendo un grito

(Permiso, señores, qué lindo que están cantando)

Nunca me he afiliado
A ningún partido
No quiero limosna
No soy un mendigo

Sueño con un sueño
Que me está prohibido
Soy el invisible
El que nunca ha sido

La-ra-ra-ra-lai-la, la-ra-ra-ra-lai-la
La-ra-ra-ra-lai, la-ra-ra-ra-rai-la

Siga la chaya chayando, siga la huella huellando
Siga la chaya chayando, siga la huella huellando
Hagamos la cacharpaya y que no se vaya llorando
Hagamos la cacharpaya y que no se vaya llorando",Trap,es
